selector,classifier,replication_mode,fold,n_train,n_test,n_test_fails,n_selected_features,BER,True+,True-,threshold_oof_global,alpha,gamma,C,n_neighbors
ReliefF,logreg,strict,4,1410,157,11,40,0.32907845579078454,0.6363636363636364,0.7054794520547946,0.40631540693970053,,,0.1,10.0
ReliefF,logreg,strict,5,1410,157,11,40,0.24844333748443337,0.8181818181818182,0.684931506849315,0.40631540693970053,,,0.1,10.0
ReliefF,logreg,strict,6,1410,157,11,40,0.32907845579078454,0.6363636363636364,0.7054794520547946,0.40631540693970053,,,0.1,10.0
ReliefF,logreg,strict,7,1410,157,11,40,0.4224782067247821,0.5454545454545454,0.6095890410958904,0.40631540693970053,,,0.1,10.0
ReliefF,logreg,strict,8,1411,156,10,40,0.43493150684931514,0.5,0.6301369863013698,0.40631540693970053,,,0.1,10.0
ReliefF,logreg,strict,9,1411,156,10,40,0.29863013698630136,0.8,0.6027397260273972,0.40631540693970053,,,0.1,10.0
ReliefF,logreg,strict,10,1411,156,10,40,0.20753424657534247,0.9,0.684931506849315,0.40631540693970053,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,1,1410,157,10,40,0.1462585034013606,1.0,0.7074829931972789,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,2,1410,157,10,40,0.2438775510204081,0.9,0.6122448979591837,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,3,1410,157,10,40,0.22687074829931975,0.9,0.6462585034013606,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,4,1410,157,11,40,0.3711083437110835,0.5454545454545454,0.7123287671232876,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,5,1410,157,11,40,0.25529265255292644,0.8181818181818182,0.6712328767123288,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,6,1410,157,11,40,0.3119551681195517,0.6363636363636364,0.7397260273972602,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,7,1410,157,11,40,0.43275217932752175,0.5454545454545454,0.589041095890411,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,8,1411,156,10,40,0.4178082191780822,0.5,0.6643835616438356,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,9,1411,156,10,40,0.3815068493150685,0.6,0.636986301369863,0.4302311803184964,,,0.1,10.0
ReliefF,logreg,with_missing_indicators,10,1411,156,10,40,0.27671232876712337,0.7,0.7465753424657534,0.4302311803184964,,,0.1,10.0
Gram-Schmidt,logreg,strict,1,1410,157,10,40,0.3326530612244898,0.6,0.7346938775510204,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,2,1410,157,10,40,0.2724489795918368,0.7,0.7551020408163265,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,3,1410,157,10,40,0.27925170068027216,0.7,0.7414965986394558,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,4,1410,157,11,40,0.32658779576587804,0.5454545454545454,0.8013698630136986,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,5,1410,157,11,40,0.32316313823163134,0.5454545454545454,0.8082191780821918,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,6,1410,157,11,40,0.39352428393524286,0.36363636363636365,0.8493150684931506,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,7,1410,157,11,40,0.4097135740971357,0.45454545454545453,0.726027397260274,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,8,1411,156,10,40,0.4595890410958904,0.3,0.7808219178082192,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,9,1411,156,10,40,0.27671232876712337,0.7,0.7465753424657534,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,strict,10,1411,156,10,40,0.36986301369863006,0.5,0.7602739726027398,0.48750382462932124,,,0.01,
Gram-Schmidt,logreg,with_missing_indicators,1,1410,157,10,40,0.24149659863945572,1.0,0.5170068027210885,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,2,1410,157,10,40,0.277891156462585,0.9,0.54421768707483,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,3,1410,157,10,40,0.3482993197278912,0.8,0.5034013605442177,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,4,1410,157,11,40,0.32814445828144456,0.7272727272727273,0.6164383561643836,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,5,1410,157,11,40,0.30666251556662516,0.8181818181818182,0.5684931506849316,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,6,1410,157,11,40,0.30666251556662516,0.8181818181818182,0.5684931506849316,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,7,1410,157,11,40,0.42932752179327527,0.5454545454545454,0.5958904109589042,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,8,1411,156,10,40,0.4123287671232877,0.6,0.5753424657534246,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,9,1411,156,10,40,0.35,0.8,0.5,0.2728247391203303,,,0.1,
Gram-Schmidt,logreg,with_missing_indicators,10,1411,156,10,40,0.3863013698630138,0.7,0.5273972602739726,0.2728247391203303,,,0.1,
